donation_id,donor_id,donation_date,amount,campaign,payment_method,is_recurring
D102202,DON1091,2026-06-07,309.4,Corporate Match,check,True
D101006,DON1070,2026-08-10,499.0,Monthly Giving,credit_card,False
D100409,DON1051,2025-04-27,408.77,Gala 2026,credit_card,False
D102288,DON1208,2024-11-03,140.87,Alumni Fund,paypal,False
D102273,DON1135,2026-02-13,275.19,Gala 2025,credit_card,False
D102401,DON1157,2025-04-01,259.2,Monthly Giving,check,True
D101860,DON1173,2026-07-19,270.92,Gala 2026,ach,False
D101162,DON1390,2026-03-26,382.64,Gala 2025,paypal,False
D101069,DON1002,2026-07-30,187.58,Gala 2026,ach,False
D101818,DON1315,2024-12-26,396.61,Gala 2025,ach,False
D101104,DON1043,2026-02-02,50.04,Alumni Fund,paypal,False
D100568,DON1093,2024-11-26,178.0,Spring Appeal,ach,False
D100150,DON1096,2026-03-05,36.27,Gala 2025,credit_card,False
D101229,DON1392,2026-01-30,410.21,Gala 2025,credit_card,False
D101126,DON1391,2026-02-20,280.92,Gala 2025,ach,True
D101034,DON1051,2025-09-09,178.02,Corporate Match,paypal,False
D101381,DON1021,2026-02-01,189.88,Monthly Giving,check,False
D101045,DON1282,2026-08-05,450.18,Gala 2025,check,False
D102400,DON9553,2026-01-07,152.05,Gala 2025,paypal,False
D102414,DON1340,2026-03-21,192.52,Year-End Giving,paypal,False
D101547,DON9542,2024-12-14,160.07,Alumni Fund,stock_transfer,False
D100619,DON1357,2025-07-20,127.85,Monthly Giving,credit_card,False
D100164,DON1341,2026-07-31,399.88,Gala 2026,ach,False
D100403,DON9691,2024-11-09,169.46,Monthly Giving,check,True
D102017,DON1021,2025-03-28,192.53,Year-End Giving,stock_transfer,False
D102045,DON1122,2026-01-23,39.83,Alumni Fund,credit_card,False
D101422,DON1076,2026-02-13,136.08,Year-End Giving,credit_card,False
D102030,DON1124,2026-01-10,279.19,Year-End Giving,paypal,False
D101652,DON1036,2025-07-30,267.09,Corporate Match,paypal,False
D101657,DON1302,2026-01-12,250.82,Gala 2025,credit_card,False
D102260,DON1298,2025-10-18,259.44,Gala 2025,check,False
D100480,DON1119,2026-03-04,357.75,Gala 2025,paypal,False
D100050,DON1336,2026-06-04,293.04,Corporate Match,credit_card,False
D100068,DON1132,2025-05-31,11742.24,Gala 2025,stock_transfer,False
D101754,DON1241,2024-11-14,432.23,Alumni Fund,check,False
D101712,DON1342,2025-09-23,431.98,Spring Appeal,paypal,False
D100582,DON1171,2025-06-03,408.27,Year-End Giving,paypal,True
D100049,DON1299,2025-08-20,437.33,Corporate Match,credit_card,False
D101821,DON1388,2025-05-11,390.17,Gala 2026,ach,True
D102108,DON1284,2026-02-08,194.92,Spring Appeal,paypal,False
D100837,DON1361,2026-05-31,106.08,Alumni Fund,paypal,True
D101059,DON1116,2026-01-10,346.52,Corporate Match,credit_card,False
D100125,DON1087,2025-12-12,251.63,Spring Appeal,ach,False
D102490,DON1019,2025-01-02,281.51,Gala 2026,ach,False
D100197,DON1005,2025-03-11,18146.08,Alumni Fund,check,True
D102287,DON1018,2026-05-12,48.56,Alumni Fund,check,False
D100882,DON1390,2025-06-12,121.51,Corporate Match,ach,False
D101957,DON1299,2025-08-28,317.22,Spring Appeal,check,False
D100026,DON1240,2025-10-18,309.85,Spring Appeal,credit_card,False
D102413,DON1091,2025-05-27,416.13,Alumni Fund,credit_card,False
D101054,DON1330,2026-03-08,387.36,Gala 2025,ach,False
D102036,DON1137,2024-09-13,325.86,Corporate Match,paypal,False
D101703,DON1380,2025-06-06,21.6,Gala 2026,check,False
D101620,DON1203,2025-08-19,304.76,Monthly Giving,check,False
D101217,DON1033,2026-03-27,28.33,Corporate Match,credit_card,False
D100600,DON1062,2025-04-17,92.34,Gala 2025,stock_transfer,True
D101881,DON1311,2026-05-03,274.11,Spring Appeal,check,False
D102433,DON1127,2025-01-28,390.72,Spring Appeal,credit_card,True
D101176,DON1009,2026-03-17,419.33,Monthly Giving,stock_transfer,True
D100362,DON1188,2026-05-02,48.14,Gala 2025,paypal,False
D101608,DON1006,2025-11-10,12613.42,Gala 2026,paypal,False
D101308,DON1194,2026-01-19,372.86,Gala 2025,credit_card,True
D101197,DON1065,2025-10-20,21149.62,Alumni Fund,stock_transfer,False
D101884,DON1042,2026-04-07,90.67,Gala 2025,check,True
D100809,DON1023,2026-04-28,287.22,Gala 2025,paypal,False
D101629,DON1112,2025-11-18,83.45,Gala 2025,ach,True
D101964,DON1238,2025-06-23,450.57,Year-End Giving,credit_card,True
D102117,DON1308,2026-04-12,412.17,Year-End Giving,paypal,True
D101609,DON1139,2025-06-28,403.54,Alumni Fund,paypal,False
D102210,DON1365,2026-07-15,407.26,Year-End Giving,stock_transfer,False
D100903,DON1100,2025-09-03,7293.65,Year-End Giving,check,False
D100730,DON1098,2024-08-20,140.44,Corporate Match,paypal,False
D100728,DON1026,2025-05-01,137.48,Spring Appeal,check,True
D101906,DON1144,2025-11-25,480.39,Monthly Giving,stock_transfer,False
D100241,DON1357,2026-06-23,178.46,Monthly Giving,paypal,False
D101223,DON1293,2026-04-12,184.68,Monthly Giving,ach,False
D101812,DON1200,2026-04-06,277.08,Year-End Giving,credit_card,False
D100071,DON1137,2024-09-21,364.21,Spring Appeal,check,False
D100569,DON1254,2025-12-08,197.75,Corporate Match,paypal,False
D102158,DON1100,2025-08-23,398.48,Year-End Giving,check,False
D100612,DON1224,2025-03-31,232.95,Gala 2026,check,True
D100074,DON1069,2025-08-14,494.53,Gala 2025,paypal,False
D102056,DON1107,2025-05-19,233.12,Corporate Match,check,False
D100351,DON1114,2026-06-20,145.57,Gala 2025,ach,False
D102313,DON1324,2025-10-06,178.55,Corporate Match,check,False
D100766,DON1097,2026-01-25,327.83,Corporate Match,ach,False
D102073,DON1378,2025-10-26,59.18,Gala 2026,check,False
D101065,DON1219,2026-07-03,54.32,Year-End Giving,ach,False
D101190,DON1182,2026-08-07,199.26,Gala 2026,credit_card,False
D101546,DON1132,2025-11-14,491.18,Spring Appeal,check,True
D100077,DON1104,2026-05-30,170.78,Monthly Giving,paypal,True
D100433,DON1241,2026-01-28,132.54,Gala 2026,credit_card,True
D101088,DON1111,2026-06-03,386.72,Year-End Giving,stock_transfer,False
D101107,DON1355,2026-01-22,284.85,Monthly Giving,ach,True
D100158,DON1106,2025-10-20,289.34,Monthly Giving,check,False
D102327,DON1273,2024-12-22,398.56,Gala 2025,credit_card,False
D101603,DON1077,2025-09-15,480.6,Year-End Giving,check,False
D102072,DON9046,2026-05-24,400.66,Monthly Giving,credit_card,True
D100136,DON1182,2024-09-20,285.98,Corporate Match,paypal,False
D102250,DON1304,2025-01-28,162.73,Gala 2026,credit_card,False
D102243,DON1195,2025-09-24,201.67,Gala 2025,credit_card,False
D101090,DON1221,2025-10-17,344.61,Year-End Giving,ach,False
D101951,DON1077,2025-10-25,162.26,Monthly Giving,check,False
D101576,DON1029,2026-04-11,152.98,Spring Appeal,ach,True
D102264,DON1269,2025-08-19,487.23,Gala 2025,stock_transfer,False
D101462,DON1151,2026-04-27,19.25,Year-End Giving,check,False
D101299,DON1308,2025-12-11,152.56,Monthly Giving,ach,False
D101573,DON1391,2025-08-12,223.61,Gala 2025,paypal,False
D101101,DON1244,2025-12-15,277.09,Gala 2026,ach,False
D100124,DON9424,2026-01-26,451.56,Year-End Giving,stock_transfer,False
D102275,DON1188,2025-06-03,484.73,Gala 2026,paypal,False
D101545,DON1206,2026-02-07,327.14,Spring Appeal,check,False
D100407,DON1379,2025-03-20,96.54,Gala 2026,ach,False
D100694,DON1217,2025-07-09,140.64,Corporate Match,paypal,False
D100980,DON1329,2025-05-20,21.28,Monthly Giving,stock_transfer,False
D101722,DON1139,2025-05-12,121.64,Gala 2025,ach,False
D100498,DON1276,2026-04-22,283.27,Monthly Giving,credit_card,True
D101055,DON1005,2026-05-13,370.7,Gala 2025,credit_card,False
D100343,DON1280,2025-02-08,156.05,Alumni Fund,check,False
D102133,DON1155,2026-01-25,485.92,Gala 2025,ach,True
D100300,DON1247,2025-03-18,198.59,Alumni Fund,stock_transfer,False
D100633,DON1216,2025-06-27,152.84,Spring Appeal,credit_card,False
D101675,DON1354,2026-01-19,18003.64,Alumni Fund,stock_transfer,False
D102021,DON1301,2026-04-10,80.6,Alumni Fund,ach,False
D100622,DON1208,2024-11-29,317.14,Corporate Match,credit_card,False
D101209,DON1182,2026-05-24,364.3,Gala 2025,credit_card,False
D100221,DON1245,2024-09-25,9261064.76,Year-End Giving,ach,False
D101612,DON1055,2025-01-30,41.83,Monthly Giving,ach,False
D101915,DON1257,2026-04-23,362.94,Monthly Giving,credit_card,True
D102393,DON1272,2024-10-12,125.5,Gala 2025,stock_transfer,False
D100085,DON1218,2024-11-01,131.28,Gala 2025,ach,False
D101746,DON1134,2026-05-14,428.29,Corporate Match,stock_transfer,False
D100267,DON1308,2025-06-04,78.57,Spring Appeal,paypal,False
D100565,DON1337,2026-04-03,315.92,Gala 2025,paypal,True
D100291,DON1136,2024-10-01,95.6,Spring Appeal,check,False
D102357,DON1210,2025-11-08,341.25,Corporate Match,stock_transfer,True
D101174,DON1007,2026-06-20,20.21,Gala 2025,credit_card,True
D100417,DON1041,2025-04-07,56.82,Gala 2026,stock_transfer,True
D100473,DON1227,2025-01-05,462.86,Year-End Giving,ach,False
D100790,DON1019,2024-10-29,452.23,Spring Appeal,stock_transfer,False
D102078,DON1361,2026-05-13,13701.92,Gala 2025,stock_transfer,False
D102444,DON1344,2024-09-07,384.36,Corporate Match,check,False
D102354,DON1135,2025-12-01,153.16,Year-End Giving,check,False
D101641,DON1002,2024-08-26,246.45,Year-End Giving,check,False
D101415,DON1021,2026-02-28,260.66,Corporate Match,paypal,False
D101949,DON1111,2025-10-20,218.72,Corporate Match,ach,False
D100279,DON1010,2026-04-16,131.92,Corporate Match,check,False
D101514,DON1051,2025-12-31,384.38,Gala 2025,stock_transfer,False
D102336,DON1255,2025-08-02,54.0,Gala 2025,credit_card,False
D101610,DON1178,2026-04-07,249.53,Gala 2025,credit_card,False
D100019,DON1399,2025-03-24,475.24,Spring Appeal,stock_transfer,True
D101269,DON1040,2025-10-19,306.56,Gala 2026,paypal,False
D101314,DON1013,2025-12-07,191.21,Monthly Giving,credit_card,False
D100680,DON1372,2026-02-01,385.33,Monthly Giving,check,False
D100965,DON1114,2025-12-12,22047.24,Gala 2025,ach,False
D102483,DON1286,2026-08-14,245.16,Gala 2026,ach,True
D100737,DON1022,2025-11-06,256.84,Gala 2025,paypal,True
D102305,DON1232,2025-01-02,344.16,Gala 2026,ach,True
D100472,DON1165,2025-10-25,387.14,Year-End Giving,check,False
D100220,DON1253,2025-02-18,28.6,Spring Appeal,ach,False
D100655,DON1247,2026-04-09,317.72,Gala 2026,credit_card,False
D101693,DON1217,2025-12-23,182.02,Corporate Match,paypal,False
D100304,DON1255,2025-09-14,13068.79,Spring Appeal,stock_transfer,False
D101787,DON1188,2025-10-29,352.99,Corporate Match,stock_transfer,True
D101279,DON1261,2024-10-09,388.77,Year-End Giving,check,False
D100904,DON1237,2025-04-24,128.72,Gala 2026,ach,False
D102125,DON1116,2025-08-27,460.37,Corporate Match,paypal,False
D100345,DON1157,2025-01-25,365.71,Year-End Giving,paypal,False
D100663,DON1060,2026-01-07,244.96,Gala 2025,check,True
D100930,DON1193,2026-03-19,173.28,Corporate Match,paypal,True
D102333,DON1345,2026-05-31,18.28,Corporate Match,credit_card,False
D101793,DON1215,2026-01-13,492.45,Gala 2025,check,False
D102449,DON1058,2024-10-21,421.06,Monthly Giving,check,False
D101777,DON1305,2025-11-05,409.32,Gala 2026,paypal,False
D101085,DON1257,2026-03-22,365.59,Year-End Giving,credit_card,False
D101166,DON1232,2026-05-12,279.65,Gala 2025,paypal,False
D101264,DON1299,2026-01-14,196.73,Corporate Match,credit_card,False
D100193,DON1115,2026-07-02,477.5,Spring Appeal,paypal,False
D100175,DON1220,2025-07-05,145.71,Spring Appeal,ach,False
D100808,DON1157,2026-07-07,411.37,Gala 2026,credit_card,True
D102334,DON1109,2025-12-20,253.36,Alumni Fund,ach,True
D101500,DON1154,2025-03-02,3261962.92,Monthly Giving,check,False
D101955,DON1014,2025-10-26,268.63,Monthly Giving,check,True
D100857,DON1337,2025-09-29,258.48,Alumni Fund,stock_transfer,False
D100129,DON1356,2025-08-01,482.64,Gala 2025,check,False
D100341,DON1258,2025-02-05,157.66,Spring Appeal,check,False
D101726,DON1150,2026-07-08,397.07,Alumni Fund,check,True
D101051,DON1332,2026-02-06,443.77,Alumni Fund,paypal,False
D101037,DON1215,2026-03-12,397.53,Year-End Giving,stock_transfer,False
D100308,DON1325,2024-11-22,265.77,Corporate Match,credit_card,True
D100384,DON1046,2025-09-26,49.22,Spring Appeal,paypal,False
D101309,DON1361,2025-05-13,17.22,Alumni Fund,stock_transfer,False
D102339,DON1041,2025-03-07,100.83,Gala 2026,paypal,False
D100788,DON1235,2026-07-01,344.28,Spring Appeal,paypal,True
D100178,DON1256,2025-11-01,445.48,Spring Appeal,check,False
D100427,DON1194,2026-05-03,316.41,Monthly Giving,stock_transfer,False
D101781,DON1084,2025-03-06,334.81,Alumni Fund,check,False
D102331,DON1142,2025-03-03,166.03,Monthly Giving,credit_card,False
D102426,DON1101,2026-01-14,104.76,Gala 2026,ach,False
D102242,DON1172,2026-02-11,320.11,Alumni Fund,credit_card,True
D100185,DON1337,2024-11-08,356.87,Corporate Match,credit_card,True
D101808,DON1297,2024-12-06,270.06,Spring Appeal,ach,False
D102041,DON1168,2026-02-11,473.44,Monthly Giving,ach,True
D101978,DON1088,2025-01-31,170.67,Year-End Giving,credit_card,False
D102181,DON1225,2025-01-22,452.44,Spring Appeal,paypal,False
D101038,DON1149,2024-09-24,399.25,Corporate Match,ach,False
D100803,DON1203,2026-06-09,321.87,Gala 2026,paypal,False
D100652,DON1155,2026-06-29,284.05,Gala 2026,ach,True
D100490,DON1327,2024-10-26,391.76,Spring Appeal,ach,True
D102376,DON1287,2025-03-28,201.51,Year-End Giving,paypal,False
D100987,DON1088,2025-06-04,10.04,Gala 2025,credit_card,False
D102278,DON1221,2025-06-25,160.02,Alumni Fund,ach,False
D101928,DON1038,2025-07-01,58.97,Year-End Giving,ach,False
D101691,DON1107,2026-02-15,460.58,Corporate Match,stock_transfer,False
D101524,DON1058,2025-11-11,258.0,Corporate Match,stock_transfer,False
D101092,DON1045,2025-04-18,93.16,Gala 2025,ach,True
D100119,DON1231,2025-11-04,471.16,Gala 2026,ach,False
D102191,DON1268,2026-08-02,101.52,Spring Appeal,check,False
D100282,DON1207,2026-07-01,492.59,Year-End Giving,credit_card,False
D102208,DON1103,2026-07-16,406.73,Monthly Giving,check,False
D102371,DON1231,2025-07-31,373.31,Corporate Match,paypal,False
D102284,DON1365,2025-11-08,344.52,Gala 2025,ach,False
D100912,DON1220,2025-12-30,184.72,Year-End Giving,credit_card,False
D101362,DON1154,2025-01-30,124.81,Monthly Giving,credit_card,False
D101152,DON1386,2025-03-28,389.56,Gala 2026,stock_transfer,True
D100367,DON1069,2026-05-05,290.41,Spring Appeal,ach,False
D102073,DON1378,2025-10-26,59.18,Gala 2026,check,False
D100556,DON1070,2025-01-27,213.77,Gala 2026,stock_transfer,False
D101282,DON1316,2024-12-19,91.14,Gala 2025,check,False
D101996,DON1151,2026-05-19,476.3,Corporate Match,stock_transfer,False
D100787,DON1078,2025-03-14,395.74,Year-End Giving,paypal,False
D101540,DON1301,2025-08-03,17191.89,Corporate Match,check,False
D100204,DON1081,2024-09-16,355.31,Monthly Giving,credit_card,False
D102347,DON1178,2025-05-12,135.9,Gala 2025,credit_card,True
D100121,DON1325,2025-09-23,186.74,Spring Appeal,credit_card,False
D100284,DON1305,2024-09-09,330.25,Spring Appeal,credit_card,False
D100576,DON1093,2025-06-11,5169.52,Spring Appeal,credit_card,False
D101339,DON1101,2025-09-17,12.75,Gala 2025,check,True
D101564,DON1170,2025-03-20,415.02,Gala 2025,paypal,True
D100276,DON1161,2025-09-15,10470.56,Alumni Fund,ach,False
D101024,DON1127,2025-11-18,242.21,Alumni Fund,credit_card,False
D100892,DON9335,2026-08-13,86.95,Spring Appeal,ach,False
D100361,DON1325,2025-11-27,139.02,Monthly Giving,stock_transfer,True
D100874,DON1112,2026-01-13,289.97,Alumni Fund,check,False
D100810,DON1311,2024-12-25,321.87,Alumni Fund,paypal,False
D100950,DON1206,2025-01-25,78.04,Monthly Giving,credit_card,False
D100630,DON1355,2026-07-23,42.16,Gala 2026,credit_card,True
D101585,DON1154,2026-06-02,358.24,Monthly Giving,ach,False
D100841,DON1233,2025-08-28,4844029.86,Corporate Match,credit_card,False
D100287,DON1145,2026-06-28,107.34,Year-End Giving,check,False
D101770,DON1339,2025-11-21,321.25,Year-End Giving,ach,False
D102003,DON1100,2024-10-06,440.1,Monthly Giving,stock_transfer,True
D100941,DON9173,2024-10-27,6396.83,Corporate Match,paypal,False
D100424,DON9536,2024-10-01,178.5,Gala 2026,stock_transfer,True
D101858,DON1370,2026-01-12,404.25,Monthly Giving,ach,False
D101294,DON1107,2025-05-02,347.11,Monthly Giving,paypal,False
D101630,DON1156,2026-03-10,146.06,Year-End Giving,paypal,False
D101450,DON1301,2025-06-17,323.42,Gala 2025,stock_transfer,False
D100066,DON1055,2026-07-06,232.63,Corporate Match,stock_transfer,False
D101690,DON1061,2024-11-06,207.47,Corporate Match,stock_transfer,False
D101531,DON1199,2025-02-16,491.14,Alumni Fund,check,False
D100913,DON1200,2025-06-08,332.4,Gala 2025,stock_transfer,False
D100765,DON1346,2026-05-02,71.29,Spring Appeal,ach,True
D100231,DON1212,2026-04-26,277.55,Spring Appeal,paypal,False
D102272,DON1312,2025-07-09,295.2,Monthly Giving,ach,True
D100756,DON1254,2024-09-25,51.15,Gala 2026,paypal,True
D102188,DON1350,2026-04-15,311.04,Gala 2025,credit_card,False
D100942,DON1376,2026-04-24,101.34,Year-End Giving,ach,False
D101357,DON1133,2024-10-07,461.74,Monthly Giving,ach,False
D102323,DON1365,2024-09-24,379.65,Gala 2025,check,False
D101175,DON1005,2025-02-08,295.75,Gala 2026,ach,False
D101106,DON1102,2026-08-03,242.99,Corporate Match,ach,False
D100375,DON1247,2025-06-06,298.63,Corporate Match,stock_transfer,True
D100802,DON1067,2026-02-04,190.95,Monthly Giving,paypal,False
D102121,DON1099,2026-07-15,395.97,Gala 2026,paypal,False
D101965,DON1195,2026-03-12,126.61,Monthly Giving,check,True
D100298,DON1336,2026-02-16,342.19,Alumni Fund,stock_transfer,False
D100599,DON1295,2025-05-12,482.7,Year-End Giving,credit_card,False
D102481,DON1112,2026-06-25,43.64,Year-End Giving,ach,False
D100100,DON1105,2025-09-27,285.64,Year-End Giving,ach,True
D101473,DON1034,2024-09-19,157.34,Corporate Match,credit_card,False
D100901,DON1063,2024-10-15,61.56,Alumni Fund,check,False
D101273,DON1365,2026-02-18,71.93,Spring Appeal,paypal,True
D100530,DON1398,2024-12-13,58.14,Monthly Giving,ach,False
D101272,DON1396,2026-04-18,232.49,Year-End Giving,credit_card,False
D101099,DON1274,2025-01-21,52.05,Corporate Match,credit_card,False
D101243,DON1063,2024-12-20,79.56,Year-End Giving,paypal,False
D100637,DON1317,2026-03-05,149.77,Year-End Giving,ach,True
D102219,DON1323,2025-03-23,458.35,Monthly Giving,credit_card,False
D100186,DON1268,2025-10-29,137.03,Gala 2025,ach,False
D101428,DON1187,2024-11-08,58.43,Gala 2025,stock_transfer,True
D101001,DON1291,2025-03-03,365.46,Gala 2025,ach,False
D101411,DON1057,2024-11-17,437.32,Year-End Giving,ach,False
D100974,DON1384,2024-11-01,187.49,Alumni Fund,stock_transfer,True
D101827,DON1327,2025-02-12,412.86,Gala 2025,credit_card,False
D100512,DON1234,2025-11-14,27.56,Alumni Fund,check,False
D101873,DON1351,2025-06-01,51.57,Year-End Giving,ach,True
D101868,DON1183,2026-01-27,90.5,Corporate Match,credit_card,False
D101548,DON1089,2025-10-31,99.08,Year-End Giving,check,True
D102104,DON1303,2026-05-11,338.5,Monthly Giving,stock_transfer,True
D100608,DON1331,2024-10-07,133.18,Monthly Giving,paypal,True
D102306,DON9286,2025-07-11,32.85,Alumni Fund,check,False
D100868,DON1194,2025-09-28,220.47,Corporate Match,ach,False
D100152,DON1251,2026-05-07,399.98,Year-End Giving,check,True
D101600,DON1021,2026-07-11,195.89,Year-End Giving,credit_card,False
D101290,DON1052,2026-07-05,165.59,Alumni Fund,stock_transfer,False
D101296,DON1251,2025-04-03,184.99,Gala 2026,check,True
D102130,DON1041,2025-12-23,121.26,Monthly Giving,stock_transfer,False
D102298,DON1163,2024-12-09,406.7,Gala 2026,stock_transfer,False
D100024,DON1282,2025-06-19,427.17,Corporate Match,ach,False
D100159,DON1361,2025-04-28,476.67,Monthly Giving,credit_card,True
D100332,DON1333,2024-09-08,228.38,Corporate Match,stock_transfer,False
D101035,DON1370,2024-08-21,214.92,Corporate Match,check,False
D102412,DON1140,2026-08-17,119.98,Alumni Fund,ach,True
D101764,DON1198,2025-07-03,48.28,Gala 2025,check,False
D102033,DON1315,2025-09-24,93.88,Spring Appeal,paypal,False
D102475,DON1072,2026-06-17,208.98,Monthly Giving,check,False
D102088,DON1203,2025-03-08,251.48,Year-End Giving,credit_card,True
D100643,DON1283,2025-09-13,17350.44,Year-End Giving,paypal,False
D101727,DON1255,2025-11-30,361.35,Monthly Giving,paypal,False
D100312,DON1069,2025-06-03,19724.28,Monthly Giving,paypal,False
D100352,DON1246,2026-04-16,159.68,Monthly Giving,credit_card,True
D100549,DON1232,2025-01-02,293.19,Year-End Giving,ach,False
D102320,DON1348,2025-10-28,355.98,Alumni Fund,paypal,False
D101560,DON1274,2026-02-22,198.6,Gala 2025,stock_transfer,True
D101160,DON1125,2025-04-04,110.89,Spring Appeal,credit_card,False
D100307,DON1243,2026-08-04,231.74,Spring Appeal,ach,True
D100288,DON1184,2026-05-26,29.31,Gala 2026,ach,False
D100695,DON1194,2026-05-25,57.89,Gala 2026,credit_card,False
D101559,DON1046,2025-02-06,451.14,Monthly Giving,ach,False
D100631,DON1148,2026-08-01,90.74,Spring Appeal,ach,False
D102061,DON1342,2025-01-20,391.82,Monthly Giving,paypal,False
D101862,DON1379,2025-10-10,488.2,Gala 2026,ach,False
D102443,DON1230,2024-09-28,300.66,Year-End Giving,check,False
D101436,DON1129,2026-04-04,251.38,Year-End Giving,check,False
D101477,DON1078,2025-06-20,98.99,Spring Appeal,ach,True
D100791,DON1349,2025-06-03,363.56,Gala 2025,check,True
D101633,DON1007,2024-11-29,175.9,Gala 2025,stock_transfer,False
D101508,DON1053,2024-09-29,480.27,Alumni Fund,check,False
D101611,DON1044,2025-11-19,432.12,Spring Appeal,credit_card,False
D101656,DON1203,2025-10-31,251.19,Corporate Match,paypal,False
D101562,DON1096,2025-12-28,45.75,Year-End Giving,paypal,False
D101187,DON1064,2026-02-07,220.86,Corporate Match,credit_card,True
D100014,DON1255,2026-08-06,140.69,Spring Appeal,paypal,True
D101394,DON1326,2025-10-25,243.05,Monthly Giving,credit_card,False
D101449,DON1024,2026-03-21,480.27,Corporate Match,paypal,False
D100515,DON1323,2024-10-12,364.8,Monthly Giving,check,False
D100410,DON1185,2026-06-18,406.91,Gala 2025,credit_card,False
D102477,DON1133,2025-04-27,241.09,Alumni Fund,check,False
D100314,DON1311,2025-11-22,198.48,Monthly Giving,ach,False
D101921,DON1272,2024-08-23,297.41,Alumni Fund,paypal,True
D100880,DON1071,2026-01-25,372.51,Gala 2025,credit_card,False
D101903,DON1200,2026-06-16,201.04,Gala 2025,check,False
D101925,DON1220,2026-02-03,32.72,Corporate Match,credit_card,True
D101287,DON1062,2024-10-28,138.9,Alumni Fund,ach,False
D100383,DON1083,2026-01-25,404.14,Alumni Fund,ach,False
D101129,DON1114,2026-03-21,130.17,Alumni Fund,paypal,False
D101668,DON1331,2025-08-31,439.46,Spring Appeal,check,False
D100773,DON1319,2026-03-29,351.78,Spring Appeal,ach,False
D102404,DON1204,2025-12-01,88.38,Monthly Giving,check,False
D102391,DON1131,2026-06-08,82.24,Year-End Giving,paypal,False
D101074,DON1040,2025-06-23,214.08,Alumni Fund,ach,False
D100264,DON1320,2026-03-30,260.64,Corporate Match,check,False
D100946,DON1032,2025-04-11,336.01,Alumni Fund,credit_card,True
D102182,DON1200,2026-05-28,16.39,Corporate Match,paypal,False
D101033,DON1381,2024-11-30,484.48,Corporate Match,ach,True
D100416,DON1086,2026-01-06,19555.45,Corporate Match,check,False
D100991,DON1374,2026-07-15,134.93,Gala 2026,ach,False
D100359,DON1390,2026-01-02,191.02,Spring Appeal,ach,False
D101208,DON1062,2025-07-28,11055.23,Corporate Match,stock_transfer,False
D102156,DON1285,2026-08-11,411.63,Gala 2026,check,False
D100009,DON1023,2025-01-12,324.97,Alumni Fund,paypal,False
D102189,DON1093,2024-11-08,288.98,Gala 2026,credit_card,False
D100317,DON1177,2026-06-25,358.09,Year-End Giving,stock_transfer,False
D100305,DON1310,2025-06-22,446.15,Monthly Giving,ach,False
D100428,DON1146,2026-05-09,141.72,Year-End Giving,credit_card,True
D100106,DON1192,2025-08-21,467.61,Gala 2026,paypal,True
D101534,DON1054,2025-12-12,362.85,Corporate Match,stock_transfer,False
D100122,DON1390,2026-05-01,101.82,Gala 2026,stock_transfer,False
D101888,DON1161,2026-05-04,457.99,Corporate Match,check,False
D101595,DON1044,2026-07-07,436.04,Gala 2025,credit_card,False
D102013,DON1231,2025-06-25,432.67,Year-End Giving,paypal,False
D101358,DON1166,2025-01-28,298.31,Spring Appeal,check,False
D101855,DON1055,2024-11-17,406.76,Alumni Fund,stock_transfer,False
D101267,DON1295,2026-04-23,129.11,Alumni Fund,check,False
D100116,DON1200,2026-02-23,198.08,Corporate Match,ach,False
D101455,DON1236,2025-04-04,486.0,Gala 2025,check,False
D100745,DON1299,2026-03-03,20336.95,Year-End Giving,paypal,False
D101601,DON1186,2024-09-01,99.1,Spring Appeal,paypal,False
D102358,DON1304,2026-01-04,306.66,Gala 2026,ach,False
D100966,DON1113,2025-11-26,304.72,Year-End Giving,credit_card,False
D101284,DON1073,2025-10-13,259.26,Year-End Giving,credit_card,False
D100673,DON1055,2025-10-17,196.01,Year-End Giving,stock_transfer,False
D102330,DON1147,2026-05-12,415.8,Gala 2026,check,False
D102321,DON1223,2026-06-15,271.72,Gala 2025,paypal,False
D101685,DON1192,2026-07-03,331.88,Gala 2026,ach,False
D100310,DON1202,2024-09-10,103.38,Gala 2025,credit_card,False
D100592,DON1099,2024-08-21,126.86,Gala 2026,credit_card,False
D100463,DON1248,2026-01-21,347.9,Monthly Giving,credit_card,False
D102291,DON1190,2026-05-04,142.72,Gala 2026,stock_transfer,False
D101507,DON1131,2026-06-10,296.64,Corporate Match,paypal,False
D101289,DON1142,2025-02-05,339.32,Spring Appeal,check,False
D101934,DON1311,2025-11-15,496.66,Monthly Giving,credit_card,False
D100553,DON1121,2024-08-21,316.36,Corporate Match,paypal,False
D100088,DON1120,2025-05-12,390.27,Year-End Giving,stock_transfer,False
D100691,DON1179,2025-12-01,384.95,Corporate Match,check,False
D101738,DON9688,2025-03-24,303.86,Gala 2026,paypal,False
D101969,DON1232,2026-01-12,59.79,Gala 2026,stock_transfer,True
D102437,DON1217,2024-10-31,414.51,Year-End Giving,credit_card,False
D101660,DON1202,2026-03-12,24.12,Monthly Giving,stock_transfer,False
D101196,DON1125,2025-04-17,314.24,Monthly Giving,check,True
D100801,DON1399,2025-06-13,358.7,Alumni Fund,paypal,True
D102084,DON1026,2026-08-10,239.01,Gala 2025,credit_card,True
D100301,DON1006,2025-05-31,425.93,Alumni Fund,paypal,False
D102244,DON1299,2025-08-10,474.04,Corporate Match,ach,False
