employee_id,week_ending_date,hours_logged,program_area
EMP1008,2025-11-21,40.7,
EMP1008,2025-11-14,41.3,
EMP1008,2025-11-07,40.1,
EMP1008,2025-10-31,41.6,
EMP1008,2025-10-24,37.7,
EMP1008,2025-10-17,37.2,
EMP1008,2025-10-10,37.1,
EMP1008,2025-10-03,41.0,
EMP1008,2025-09-26,37.1,
EMP1008,2025-09-19,41.5,
EMP1008,2025-09-12,38.3,
EMP1008,2025-09-05,37.3,
EMP1008,2025-08-29,36.7,
EMP1008,2025-08-22,40.9,
EMP1008,2025-08-15,37.0,
EMP1008,2025-08-08,37.7,
EMP1008,2025-08-01,38.7,
EMP1008,2025-07-25,41.9,
EMP1008,2025-07-18,41.5,
EMP1008,2025-07-11,36.0,
EMP1008,2025-07-04,37.3,
EMP1008,2025-06-27,39.4,
EMP1008,2025-06-20,40.4,
EMP1008,2025-06-13,40.5,
EMP1008,2025-06-06,38.0,
EMP1008,2025-05-30,36.4,
EMP1008,2025-05-23,41.3,
EMP1008,2025-05-16,39.7,
EMP1008,2025-05-09,39.7,
EMP1008,2025-05-02,41.9,
EMP1008,2025-04-25,38.0,
EMP1008,2025-04-18,40.2,
EMP1008,2025-04-11,37.3,
EMP1008,2025-04-04,39.6,
EMP1008,2025-03-28,36.8,
EMP1008,2025-03-21,40.2,
EMP1008,2025-03-14,41.9,
EMP1008,2025-03-07,39.0,
EMP1008,2025-02-28,39.2,
EMP1008,2025-02-21,36.5,
EMP1008,2025-02-14,41.4,
EMP1008,2025-02-07,36.7,
EMP1008,2025-01-31,38.3,
EMP1008,2025-01-24,38.1,
EMP1008,2025-01-17,36.3,
EMP1008,2025-01-10,41.8,
EMP1008,2025-01-03,39.4,
EMP1008,2024-12-27,38.6,
EMP1008,2024-12-20,36.8,
EMP1008,2024-12-13,38.6,
EMP1008,2024-12-06,38.5,
EMP1008,2024-11-29,38.4,
EMP1008,2024-11-22,38.0,
EMP1008,2024-11-15,37.0,
EMP1008,2024-11-08,41.2,
EMP1008,2024-11-01,39.3,
EMP1008,2024-10-25,37.8,
EMP1008,2024-10-18,41.9,
EMP1008,2024-10-11,39.5,
EMP1008,2024-10-04,37.6,
EMP1008,2024-09-27,40.5,
EMP1008,2024-09-20,39.5,
EMP1008,2024-09-13,36.1,
EMP1008,2024-09-06,40.3,
EMP1008,2024-08-30,39.0,
EMP1008,2024-08-23,39.3,
EMP1009,2026-08-14,37.8,
EMP1009,2026-08-07,36.0,
EMP1009,2026-07-31,40.5,
EMP1009,2026-07-24,42.0,
EMP1009,2026-07-17,40.5,
EMP1009,2026-07-10,41.1,
EMP1009,2026-07-03,36.1,
EMP1009,2026-06-26,36.3,
EMP1009,2026-06-19,36.1,
EMP1009,2026-06-12,40.3,
EMP1009,2026-06-05,36.6,
EMP1009,2026-05-29,41.8,
EMP1009,2026-05-22,41.1,
EMP1009,2026-05-15,39.6,
EMP1009,2026-05-08,37.0,
EMP1009,2026-05-01,40.6,
EMP1009,2026-04-24,41.4,
EMP1009,2026-04-17,40.7,
EMP1009,2026-04-10,41.7,
EMP1009,2026-04-03,41.3,
EMP1009,2026-03-27,37.4,
EMP1009,2026-03-20,36.2,
EMP1009,2026-03-13,37.6,
EMP1009,2026-03-06,39.4,
EMP1009,2026-02-27,36.2,
EMP1009,2026-02-20,37.4,
EMP1009,2026-02-13,41.4,
EMP1009,2026-02-06,38.1,
EMP1009,2026-01-30,37.2,
EMP1009,2026-01-23,37.2,
EMP1009,2026-01-16,36.0,
EMP1009,2026-01-09,37.0,
EMP1009,2026-01-02,38.1,
EMP1009,2025-12-26,36.2,
EMP1009,2025-12-19,40.9,
EMP1009,2025-12-12,41.4,
EMP1009,2025-12-05,40.8,
EMP1009,2025-11-28,38.1,
EMP1009,2025-11-21,41.8,
EMP1009,2025-11-14,36.7,
EMP1009,2025-11-07,41.3,
EMP1009,2025-10-31,37.4,
EMP1009,2025-10-24,38.0,
EMP1009,2025-10-17,38.0,
EMP1009,2025-10-10,40.3,
EMP1009,2025-10-03,41.4,
EMP1009,2025-09-26,37.4,
EMP1009,2025-09-19,38.4,
EMP1009,2025-09-12,39.0,
EMP1009,2025-09-05,39.3,
EMP1009,2025-08-29,39.4,
EMP1009,2025-08-22,40.2,
EMP1009,2025-08-15,37.2,
EMP1009,2025-08-08,37.2,
EMP1009,2025-08-01,40.7,
EMP1009,2025-07-25,37.2,
EMP1009,2025-07-18,37.0,
EMP1009,2025-07-11,41.1,
EMP1009,2025-07-04,38.4,
EMP1009,2025-06-27,37.0,
EMP1009,2025-06-20,38.6,
EMP1009,2025-06-13,36.0,
EMP1009,2025-06-06,39.2,
EMP1009,2025-05-30,38.1,
EMP1009,2025-05-23,40.5,
EMP1009,2025-05-16,39.2,
EMP1009,2025-05-09,39.9,
EMP1009,2025-05-02,36.7,
EMP1009,2025-04-25,41.0,
EMP1009,2025-04-18,40.7,
EMP1009,2025-04-11,40.5,
EMP1009,2025-04-04,36.5,
EMP1009,2025-03-28,41.3,
EMP1009,2025-03-21,36.3,
EMP1009,2025-03-14,40.7,
EMP1009,2025-03-07,40.5,
EMP1009,2025-02-28,38.4,
EMP1009,2025-02-21,41.4,
EMP1009,2025-02-14,39.7,
EMP1009,2025-02-07,39.7,
EMP1009,2025-01-31,41.7,
EMP1009,2025-01-24,36.7,
EMP1009,2025-01-17,37.5,
EMP1009,2025-01-10,39.0,
EMP1009,2025-01-03,37.2,
EMP1009,2024-12-27,38.9,
EMP1009,2024-12-20,37.9,
EMP1009,2024-12-13,38.2,
EMP1009,2024-12-06,37.0,
EMP1009,2024-11-29,41.4,
EMP1009,2024-11-22,38.3,
EMP1009,2024-11-15,39.6,
EMP1009,2024-11-08,41.2,
EMP1009,2024-11-01,39.8,
EMP1009,2024-10-25,39.4,
EMP1009,2024-10-18,41.4,
EMP1009,2024-10-11,38.1,
EMP1009,2024-10-04,41.9,
EMP1009,2024-09-27,36.6,
EMP1009,2024-09-20,36.8,
EMP1010,2026-08-14,38.4,College Access
EMP1010,2026-08-07,40.2,College Access
EMP1010,2026-07-31,38.9,College Persistence
EMP1010,2026-07-24,40.3,College Persistence
EMP1010,2026-07-17,41.7,Career Readiness
EMP1010,2026-07-10,38.8,College Persistence
EMP1010,2026-07-03,40.0,Alumni Support
EMP1010,2026-06-26,37.5,College Access
EMP1010,2026-06-19,41.4,College Persistence
EMP1010,2026-06-12,40.2,Alumni Support
EMP1010,2026-06-05,36.7,College Persistence
EMP1010,2026-05-29,36.2,College Persistence
EMP1010,2026-05-22,40.0,Career Readiness
EMP1010,2026-05-15,37.9,College Persistence
EMP1010,2026-05-08,37.6,College Persistence
EMP1010,2026-05-01,37.0,College Access
EMP1010,2026-04-24,36.4,College Persistence
EMP1010,2026-04-17,41.2,Career Readiness
EMP1010,2026-04-10,36.1,College Access
EMP1010,2026-04-03,37.6,College Persistence
EMP1010,2026-03-27,36.6,College Access
EMP1010,2026-03-20,37.8,College Access
EMP1010,2026-03-13,39.1,Alumni Support
EMP1010,2026-03-06,38.9,Alumni Support
EMP1010,2026-02-27,39.8,Career Readiness
EMP1010,2026-02-20,38.8,College Persistence
EMP1010,2026-02-13,38.2,Career Readiness
EMP1010,2026-02-06,41.2,College Persistence
EMP1010,2026-01-30,41.8,College Persistence
EMP1010,2026-01-23,40.2,Career Readiness
EMP1010,2026-01-16,39.8,Career Readiness
EMP1010,2026-01-09,40.2,College Access
EMP1010,2026-01-02,39.5,College Access
EMP1010,2025-12-26,37.8,Alumni Support
EMP1010,2025-12-19,39.0,Alumni Support
EMP1010,2025-12-12,39.0,Alumni Support
EMP1010,2025-12-05,41.0,College Persistence
EMP1010,2025-11-28,41.8,College Persistence
EMP1010,2025-11-21,40.5,Alumni Support
EMP1010,2025-11-14,38.1,Career Readiness
EMP1010,2025-11-07,41.2,College Access
EMP1010,2025-10-31,37.0,Alumni Support
EMP1010,2025-10-24,40.3,Career Readiness
EMP1010,2025-10-17,41.8,Career Readiness
EMP1010,2025-10-10,36.3,Career Readiness
EMP1010,2025-10-03,39.8,Career Readiness
EMP1010,2025-09-26,40.4,College Persistence
EMP1010,2025-09-19,41.0,College Persistence
EMP1010,2025-09-12,41.8,Career Readiness
EMP1010,2025-09-05,40.2,Alumni Support
EMP1010,2025-08-29,36.8,College Persistence
EMP1010,2025-08-22,36.1,Career Readiness
EMP1010,2025-08-15,38.4,College Persistence
EMP1010,2025-08-08,40.0,College Persistence
EMP1010,2025-08-01,38.2,College Persistence
EMP1010,2025-07-25,41.2,Career Readiness
EMP1010,2025-07-18,40.4,College Access
EMP1010,2025-07-11,40.7,Alumni Support
EMP1010,2025-07-04,37.0,College Persistence
EMP1010,2025-06-27,37.0,Career Readiness
EMP1010,2025-06-20,36.1,College Access
EMP1010,2025-06-13,39.2,Career Readiness
EMP1010,2025-06-06,40.4,Alumni Support
EMP1010,2025-05-30,37.0,Career Readiness
EMP1010,2025-05-23,38.7,Alumni Support
EMP1010,2025-05-16,37.1,Career Readiness
EMP1010,2025-05-09,41.3,College Access
EMP1010,2025-05-02,36.5,College Persistence
EMP1010,2025-04-25,40.8,College Persistence
EMP1010,2025-04-18,41.5,College Access
EMP1010,2025-04-11,37.7,College Persistence
EMP1010,2025-04-04,39.6,College Access
EMP1010,2025-03-28,39.6,Alumni Support
EMP1010,2025-03-21,38.4,Alumni Support
EMP1010,2025-03-14,36.2,Alumni Support
EMP1010,2025-03-07,38.4,Career Readiness
EMP1010,2025-02-28,41.5,Career Readiness
EMP1010,2025-02-21,41.0,College Access
EMP1010,2025-02-14,41.8,Career Readiness
EMP1010,2025-02-07,38.6,College Persistence
EMP1010,2025-01-31,36.4,Career Readiness
EMP1010,2025-01-24,39.9,College Access
EMP1010,2025-01-17,40.3,College Access
EMP1010,2025-01-10,36.3,College Access
EMP1010,2025-01-03,39.4,College Persistence
EMP1010,2024-12-27,38.2,College Persistence
EMP1010,2024-12-20,39.2,College Persistence
EMP1010,2024-12-13,36.8,Career Readiness
EMP1010,2024-12-06,41.0,College Access
EMP1010,2024-11-29,36.5,College Persistence
EMP1010,2024-11-22,38.3,College Access
EMP1010,2024-11-15,40.2,Alumni Support
EMP1010,2024-11-08,41.8,College Persistence
EMP1010,2024-11-01,38.8,College Access
EMP1010,2024-10-25,37.9,Career Readiness
EMP1010,2024-10-18,38.4,Alumni Support
EMP1010,2024-10-11,41.0,College Access
EMP1010,2024-10-04,38.8,Alumni Support
EMP1010,2024-09-27,41.2,Alumni Support
EMP1010,2024-09-20,37.7,Career Readiness
EMP1010,2024-09-13,36.1,Career Readiness
EMP1010,2024-09-06,37.4,College Persistence
EMP1010,2024-08-30,37.2,Alumni Support
EMP1010,2024-08-23,36.5,Alumni Support
EMP1011,2026-08-14,40.0,
EMP1011,2026-08-07,41.1,
EMP1011,2026-07-31,40.0,
EMP1011,2026-07-24,37.2,
EMP1011,2026-07-17,41.2,
EMP1011,2026-07-10,37.2,
EMP1011,2026-07-03,38.5,
EMP1011,2026-06-26,36.1,
EMP1011,2026-06-19,41.6,
EMP1011,2026-06-12,39.7,
EMP1011,2026-06-05,37.7,
EMP1011,2026-05-29,36.6,
EMP1011,2026-05-22,38.6,
EMP1011,2026-05-15,36.8,
EMP1011,2026-05-08,37.2,
EMP1011,2026-05-01,36.6,
EMP1011,2026-04-24,38.1,
EMP1011,2026-04-17,41.4,
EMP1011,2026-04-10,37.7,
EMP1011,2026-04-03,41.5,
EMP1011,2026-03-27,37.2,
EMP1011,2026-03-20,37.1,
EMP1011,2026-03-13,38.8,
EMP1011,2026-03-06,41.4,
EMP1011,2026-02-27,39.1,
EMP1011,2026-02-20,38.9,
EMP1011,2026-02-13,38.5,
EMP1011,2026-02-06,41.5,
EMP1011,2026-01-30,36.2,
EMP1011,2026-01-23,41.2,
EMP1011,2026-01-16,37.3,
EMP1011,2026-01-09,37.5,
EMP1011,2026-01-02,37.8,
EMP1011,2025-12-26,39.7,
EMP1011,2025-12-19,36.3,
EMP1011,2025-12-12,37.7,
EMP1011,2025-12-05,38.6,
EMP1011,2025-11-28,36.4,
EMP1011,2025-11-21,38.0,
EMP1011,2025-11-14,38.0,
EMP1011,2025-11-07,39.1,
EMP1011,2025-10-31,38.6,
EMP1011,2025-10-24,42.0,
EMP1011,2025-10-17,41.0,
EMP1011,2025-10-10,39.0,
EMP1011,2025-10-03,39.7,
EMP1011,2025-09-26,37.1,
EMP1011,2025-09-19,37.8,
EMP1011,2025-09-12,37.1,
EMP1011,2025-09-05,41.3,
EMP1011,2025-08-29,37.7,
EMP1011,2025-08-22,37.3,
EMP1011,2025-08-15,37.8,
EMP1011,2025-08-08,40.6,
EMP1011,2025-08-01,36.5,
EMP1011,2025-07-25,39.0,
EMP1011,2025-07-18,37.3,
EMP1011,2025-07-11,38.1,
EMP1011,2025-07-04,40.7,
EMP1011,2025-06-27,40.8,
EMP1011,2025-06-20,39.0,
EMP1011,2025-06-13,38.3,
EMP1012,2026-08-14,37.5,
EMP1012,2026-08-07,39.4,
EMP1012,2026-07-31,42.0,
EMP1012,2026-07-24,37.0,
EMP1012,2026-07-17,41.2,
EMP1012,2026-07-10,40.6,
EMP1012,2026-07-03,38.2,
EMP1012,2026-06-26,37.4,
EMP1012,2026-06-19,41.1,
EMP1012,2026-06-12,36.8,
EMP1012,2026-06-05,39.4,
EMP1012,2026-05-29,36.2,
EMP1012,2026-05-22,40.1,
EMP1012,2026-05-15,37.0,
EMP1012,2026-05-08,39.1,
EMP1012,2026-05-01,40.4,
EMP1012,2026-04-24,37.6,
EMP1012,2026-04-17,39.9,
EMP1012,2026-04-10,41.9,
EMP1012,2026-04-03,36.0,
EMP1012,2026-03-27,38.0,
EMP1012,2026-03-20,39.0,
EMP1012,2026-03-13,38.0,
EMP1012,2026-03-06,41.3,
EMP1012,2026-02-27,38.9,
EMP1012,2026-02-20,41.7,
EMP1012,2026-02-13,37.0,
EMP1012,2026-02-06,38.3,
EMP1012,2026-01-30,37.7,
EMP1012,2026-01-23,37.9,
EMP1012,2026-01-16,39.5,
EMP1012,2026-01-09,36.1,
EMP1012,2026-01-02,40.8,
EMP1012,2025-12-26,39.5,
EMP1012,2025-12-19,37.3,
EMP1012,2025-12-12,39.2,
EMP1012,2025-12-05,37.6,
EMP1012,2025-11-28,38.6,
EMP1012,2025-11-21,37.8,
EMP1012,2025-11-14,41.1,
EMP1012,2025-11-07,39.8,
EMP1012,2025-10-31,40.4,
EMP1012,2025-10-24,37.8,
EMP1012,2025-10-17,38.7,
EMP1012,2025-10-10,41.7,
EMP1012,2025-10-03,39.1,
EMP1012,2025-09-26,37.7,
EMP1012,2025-09-19,38.7,
EMP1012,2025-09-12,38.4,
EMP1012,2025-09-05,38.3,
EMP1012,2025-08-29,39.3,
EMP1012,2025-08-22,38.7,
EMP1012,2025-08-15,39.9,
EMP1012,2025-08-08,41.1,
EMP1012,2025-08-01,41.3,
EMP1012,2025-07-25,37.5,
EMP1012,2025-07-18,38.5,
EMP1012,2025-07-11,38.8,
EMP1012,2025-07-04,40.1,
EMP1012,2025-06-27,38.3,
EMP1012,2025-06-20,37.4,
EMP1012,2025-06-13,39.3,
EMP1012,2025-06-06,40.9,
EMP1012,2025-05-30,41.8,
EMP1012,2025-05-23,36.4,
EMP1012,2025-05-16,40.0,
EMP1012,2025-05-09,41.3,
EMP1012,2025-05-02,36.5,
EMP1012,2025-04-25,38.2,
EMP1012,2025-04-18,39.1,
EMP1012,2025-04-11,39.7,
EMP1012,2025-04-04,36.2,
EMP1012,2025-03-28,36.4,
EMP1012,2025-03-21,38.7,
EMP1012,2025-03-14,41.5,
EMP1012,2025-03-07,37.0,
EMP1012,2025-02-28,41.1,
EMP1012,2025-02-21,36.1,
EMP1012,2025-02-14,39.1,
EMP1012,2025-02-07,38.0,
EMP1012,2025-01-31,40.2,
EMP1012,2025-01-24,39.9,
EMP1012,2025-01-17,41.0,
EMP1012,2025-01-10,38.3,
EMP1012,2025-01-03,37.7,
EMP1012,2024-12-27,37.4,
EMP1012,2024-12-20,38.5,
EMP1012,2024-12-13,41.3,
EMP1012,2024-12-06,36.2,
EMP1012,2024-11-29,41.4,
EMP1012,2024-11-22,37.4,
EMP1012,2024-11-15,37.5,
EMP1012,2024-11-08,37.6,
EMP1012,2024-11-01,38.5,
EMP1012,2024-10-25,39.1,
EMP1012,2024-10-18,37.3,
EMP1012,2024-10-11,38.4,
EMP1012,2024-10-04,39.9,
EMP1012,2024-09-27,40.0,
EMP1012,2024-09-20,36.1,
EMP1012,2024-09-13,38.4,
EMP1012,2024-09-06,40.2,
EMP1012,2024-08-30,41.3,
EMP1012,2024-08-23,36.7,
EMP1013,2026-08-14,41.6,
EMP1013,2026-08-07,37.1,
EMP1013,2026-07-31,37.1,
EMP1013,2026-07-24,38.5,
EMP1013,2026-07-17,41.1,
EMP1013,2026-07-10,41.5,
EMP1013,2026-07-03,39.9,
EMP1013,2026-06-26,40.7,
EMP1013,2026-06-19,39.7,
EMP1013,2026-06-12,40.6,
EMP1013,2026-06-05,38.7,
EMP1013,2026-05-29,39.9,
EMP1013,2026-05-22,38.6,
EMP1013,2026-05-15,37.3,
EMP1013,2026-05-08,40.6,
EMP1013,2026-05-01,40.1,
EMP1013,2026-04-24,40.9,
EMP1013,2026-04-17,36.3,
EMP1013,2026-04-10,38.8,
EMP1013,2026-04-03,37.2,
EMP1013,2026-03-27,38.5,
EMP1013,2026-03-20,37.8,
EMP1013,2026-03-13,40.9,
EMP1013,2026-03-06,40.2,
EMP1013,2026-02-27,40.2,
EMP1013,2026-02-20,41.2,
EMP1013,2026-02-13,39.0,
EMP1013,2026-02-06,38.9,
EMP1013,2026-01-30,38.4,
EMP1013,2026-01-23,40.5,
EMP1013,2026-01-16,37.9,
EMP1013,2026-01-09,42.0,
EMP1013,2026-01-02,37.9,
EMP1013,2025-12-26,36.1,
EMP1013,2025-12-19,40.0,
EMP1013,2025-12-12,37.8,
EMP1013,2025-12-05,36.8,
EMP1013,2025-11-28,41.0,
EMP1013,2025-11-21,40.2,
EMP1013,2025-11-14,36.4,
EMP1013,2025-11-07,39.9,
EMP1013,2025-10-31,39.4,
EMP1013,2025-10-24,40.6,
EMP1013,2025-10-17,40.6,
EMP1013,2025-10-10,39.3,
EMP1013,2025-10-03,38.4,
EMP1013,2025-09-26,40.3,
EMP1013,2025-09-19,36.2,
EMP1013,2025-09-12,38.3,
EMP1013,2025-09-05,37.1,
EMP1013,2025-08-29,36.4,
EMP1013,2025-08-22,36.4,
EMP1013,2025-08-15,40.6,
EMP1013,2025-08-08,39.5,
EMP1013,2025-08-01,41.8,
EMP1013,2025-07-25,41.4,
EMP1013,2025-07-18,36.1,
EMP1013,2025-07-11,37.1,
EMP1013,2025-07-04,40.9,
EMP1013,2025-06-27,39.5,
EMP1013,2025-06-20,40.6,
EMP1013,2025-06-13,39.1,
EMP1013,2025-06-06,39.7,
EMP1013,2025-05-30,40.0,
EMP1013,2025-05-23,39.4,
EMP1013,2025-05-16,39.2,
EMP1013,2025-05-09,37.0,
EMP1013,2025-05-02,36.7,
EMP1013,2025-04-25,36.9,
EMP1013,2025-04-18,40.2,
EMP1013,2025-04-11,41.8,
EMP1013,2025-04-04,40.6,
EMP1013,2025-03-28,40.6,
EMP1013,2025-03-21,37.4,
EMP1013,2025-03-14,36.5,
EMP1013,2025-03-07,40.4,
EMP1013,2025-02-28,41.5,
EMP1013,2025-02-21,39.2,
EMP1013,2025-02-14,40.9,
EMP1013,2025-02-07,37.8,
EMP1013,2025-01-31,37.6,
EMP1013,2025-01-24,38.4,
EMP1013,2025-01-17,37.8,
EMP1013,2025-01-10,36.2,
EMP1013,2025-01-03,40.3,
EMP1013,2024-12-27,39.5,
EMP1013,2024-12-20,40.1,
EMP1013,2024-12-13,40.0,
EMP1013,2024-12-06,41.8,
EMP1013,2024-11-29,36.5,
EMP1013,2024-11-22,40.6,
EMP1013,2024-11-15,41.7,
EMP1013,2024-11-08,37.8,
EMP1013,2024-11-01,41.9,
EMP1013,2024-10-25,39.6,
EMP1013,2024-10-18,36.1,
EMP1013,2024-10-11,37.7,
EMP1013,2024-10-04,40.7,
EMP1013,2024-09-27,39.7,
EMP1013,2024-09-20,38.5,
EMP1013,2024-09-13,36.2,
EMP1013,2024-09-06,38.3,
EMP1013,2024-08-30,37.1,
EMP1013,2024-08-23,39.7,
EMP1014,2026-08-14,40.9,
EMP1014,2026-08-07,38.6,
EMP1014,2026-07-31,36.0,
EMP1014,2026-07-24,37.6,
EMP1014,2026-07-17,39.6,
EMP1014,2026-07-10,37.0,
EMP1014,2026-07-03,42.0,
EMP1014,2026-06-26,37.4,
EMP1014,2026-06-19,41.5,
EMP1014,2026-06-12,40.5,
EMP1014,2026-06-05,37.7,
EMP1014,2026-05-29,40.7,
EMP1014,2026-05-22,40.9,
EMP1014,2026-05-15,40.2,
EMP1014,2026-05-08,40.7,
EMP1014,2026-05-01,40.2,
EMP1014,2026-04-24,40.9,
EMP1014,2026-04-17,36.5,
EMP1014,2026-04-10,40.3,
EMP1014,2026-04-03,36.7,
EMP1014,2026-03-27,38.8,
EMP1014,2026-03-20,41.2,
EMP1014,2026-03-13,36.0,
EMP1014,2026-03-06,39.8,
EMP1014,2026-02-27,41.7,
EMP1014,2026-02-20,37.6,
EMP1014,2026-02-13,37.3,
EMP1014,2026-02-06,36.7,
EMP1014,2026-01-30,41.3,
EMP1014,2026-01-23,39.2,
EMP1014,2026-01-16,41.2,
EMP1014,2026-01-09,40.6,
EMP1014,2026-01-02,41.5,
EMP1014,2025-12-26,36.6,
EMP1014,2025-12-19,39.9,
EMP1014,2025-12-12,37.5,
EMP1014,2025-12-05,40.6,
EMP1014,2025-11-28,41.5,
EMP1014,2025-11-21,39.9,
EMP1014,2025-11-14,41.4,
EMP1014,2025-11-07,39.9,
EMP1014,2025-10-31,36.6,
EMP1014,2025-10-24,36.0,
EMP1014,2025-10-17,41.6,
EMP1014,2025-10-10,40.6,
EMP1014,2025-10-03,36.7,
EMP1014,2025-09-26,36.3,
EMP1014,2025-09-19,39.6,
EMP1014,2025-09-12,36.9,
EMP1014,2025-09-05,39.8,
EMP1014,2025-08-29,36.3,
EMP1014,2025-08-22,41.3,
EMP1014,2025-08-15,37.2,
EMP1014,2025-08-08,39.1,
EMP1014,2025-08-01,39.2,
EMP1014,2025-07-25,39.1,
EMP1014,2025-07-18,41.4,
EMP1014,2025-07-11,41.8,
EMP1014,2025-07-04,36.4,
EMP1014,2025-06-27,37.0,
EMP1014,2025-06-20,36.9,
EMP1014,2025-06-13,37.0,
EMP1014,2025-06-06,41.7,
EMP1014,2025-05-30,39.3,
EMP1014,2025-05-23,39.9,
EMP1014,2025-05-16,40.6,
EMP1014,2025-05-09,41.0,
EMP1014,2025-05-02,41.1,
EMP1014,2025-04-25,38.0,
EMP1014,2025-04-18,41.7,
EMP1014,2025-04-11,40.0,
EMP1014,2025-04-04,36.1,
EMP1014,2025-03-28,36.9,
EMP1014,2025-03-21,39.0,
EMP1014,2025-03-14,39.5,
EMP1014,2025-03-07,38.0,
EMP1014,2025-02-28,39.4,
EMP1014,2025-02-21,39.8,
EMP1014,2025-02-14,38.8,
EMP1014,2025-02-07,37.7,
EMP1014,2025-01-31,36.5,
EMP1014,2025-01-24,39.2,
EMP1014,2025-01-17,38.5,
EMP1014,2025-01-10,39.6,
EMP1014,2025-01-03,36.7,
EMP1014,2024-12-27,39.6,
EMP1014,2024-12-20,41.4,
EMP1014,2024-12-13,41.2,
EMP1014,2024-12-06,37.0,
EMP1014,2024-11-29,38.8,
EMP1014,2024-11-22,38.4,
EMP1014,2024-11-15,36.1,
EMP1014,2024-11-08,36.2,
EMP1014,2024-11-01,36.8,
EMP1014,2024-10-25,36.1,
EMP1014,2024-10-18,39.7,
EMP1014,2024-10-11,38.7,
EMP1014,2024-10-04,39.8,
EMP1014,2024-09-27,40.8,
EMP1014,2024-09-20,42.0,
EMP1014,2024-09-13,38.5,
EMP1014,2024-09-06,40.0,
EMP1014,2024-08-30,41.3,
EMP1014,2024-08-23,37.7,
EMP1015,2026-08-14,37.3,
EMP1015,2026-08-07,40.8,
EMP1015,2026-07-31,38.3,
EMP1015,2026-07-24,39.9,
EMP1015,2026-07-17,39.9,
EMP1015,2026-07-10,38.0,
EMP1015,2026-07-03,39.1,
EMP1015,2026-06-26,40.9,
EMP1015,2026-06-19,38.9,
EMP1015,2026-06-12,36.0,
EMP1015,2026-06-05,37.1,
EMP1015,2026-05-29,40.4,
EMP1015,2026-05-22,37.8,
EMP1015,2026-05-15,40.0,
EMP1015,2026-05-08,39.9,
EMP1015,2026-05-01,37.8,
EMP1015,2026-04-24,39.9,
EMP1015,2026-04-17,38.2,
EMP1015,2026-04-10,38.4,
EMP1015,2026-04-03,36.1,
EMP1015,2026-03-27,36.5,
EMP1015,2026-03-20,41.6,
EMP1015,2026-03-13,41.7,
EMP1015,2026-03-06,38.8,
EMP1015,2026-02-27,37.5,
EMP1015,2026-02-20,37.1,
EMP1015,2026-02-13,41.5,
EMP1015,2026-02-06,39.4,
EMP1015,2026-01-30,38.4,
EMP1015,2026-01-23,40.9,
EMP1015,2026-01-16,40.2,
EMP1015,2026-01-09,37.5,
EMP1015,2026-01-02,38.3,
EMP1015,2025-12-26,40.6,
EMP1015,2025-12-19,36.0,
EMP1015,2025-12-12,41.5,
EMP1015,2025-12-05,37.8,
EMP1015,2025-11-28,38.3,
EMP1015,2025-11-21,36.8,
EMP1015,2025-11-14,40.6,
EMP1015,2025-11-07,40.1,
EMP1015,2025-10-31,36.3,
EMP1015,2025-10-24,38.1,
EMP1015,2025-10-17,40.2,
EMP1015,2025-10-10,38.5,
EMP1015,2025-10-03,39.0,
EMP1015,2025-09-26,36.5,
EMP1015,2025-09-19,39.2,
EMP1015,2025-09-12,38.6,
EMP1015,2025-09-05,38.2,
EMP1015,2025-08-29,41.6,
EMP1015,2025-08-22,40.1,
EMP1015,2025-08-15,41.8,
EMP1015,2025-08-08,41.2,
EMP1015,2025-08-01,41.0,
EMP1015,2025-07-25,37.6,
EMP1015,2025-07-18,41.3,
EMP1015,2025-07-11,39.1,
EMP1015,2025-07-04,36.9,
EMP1015,2025-06-27,38.1,
EMP1015,2025-06-20,40.3,
EMP1015,2025-06-13,38.7,
EMP1015,2025-06-06,39.0,
EMP1015,2025-05-30,39.1,
EMP1015,2025-05-23,37.7,
EMP1015,2025-05-16,40.3,
EMP1015,2025-05-09,38.5,
EMP1015,2025-05-02,42.0,
EMP1015,2025-04-25,41.8,
EMP1015,2025-04-18,37.4,
EMP1015,2025-04-11,36.2,
EMP1015,2025-04-04,38.4,
EMP1015,2025-03-28,38.8,
EMP1015,2025-03-21,40.7,
EMP1015,2025-03-14,41.8,
EMP1015,2025-03-07,38.4,
EMP1015,2025-02-28,39.5,
EMP1015,2025-02-21,36.8,
EMP1015,2025-02-14,39.5,
EMP1015,2025-02-07,39.4,
EMP1015,2025-01-31,38.9,
EMP1015,2025-01-24,41.5,
EMP1015,2025-01-17,41.3,
EMP1015,2025-01-10,41.4,
EMP1015,2025-01-03,36.8,
EMP1015,2024-12-27,36.3,
EMP1015,2024-12-20,37.5,
EMP1015,2024-12-13,39.6,
EMP1015,2024-12-06,38.3,
EMP1015,2024-11-29,37.0,
EMP1015,2024-11-22,38.5,
EMP1015,2024-11-15,39.7,
EMP1015,2024-11-08,36.1,
EMP1015,2024-11-01,38.5,
EMP1015,2024-10-25,36.4,
EMP1015,2024-10-18,38.7,
EMP1015,2024-10-11,41.6,
EMP1015,2024-10-04,39.5,
EMP1015,2024-09-27,37.1,
EMP1015,2024-09-20,41.4,
EMP1015,2024-09-13,38.3,
EMP1015,2024-09-06,41.9,
EMP1015,2024-08-30,41.5,
